_id,Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating,Smog rating,Recharge time (h)
6317,2023,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,258,A1,B,20.0,22.9,21.3,2.3,2.6,2.4,502,0,10,10,10.1
6318,2023,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,358,A1,B,23.8,27.8,25.6,2.7,3.1,2.9,418,0,10,10,10.1
6319,2023,Genesis,Electrified G80,Full-size,272,A1,B,19.9,23.6,21.7,2.2,2.6,2.4,454,0,10,10,9
6320,2023,Genesis,GV60 Advanced AWD,Full-size,234,A1,B,20.3,24.2,22.1,2.3,2.7,2.5,399,0,10,10,7.2
6321,2023,Genesis,GV60 Performance AWD,Full-size,320,A1,B,21.7,25.5,23.0,2.4,2.9,2.6,378,0,10,10,7.2
6322,2023,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21.3,25.1,23.0,2.4,2.8,2.6,383,0,10,10,7.9
6323,2023,Hyundai,IONIQ 5 Standard Range,Full-size,125,A1,B,16.2,22.4,19.3,1.9,2.5,2.1,354,0,10,10,6.3
6324,2023,Hyundai,IONIQ 5 Long Range,Full-size,168,A1,B,15.5,21.7,18.6,1.8,2.4,2.1,488,0,10,10,8.5
6325,2023,Hyundai,IONIQ 5 Long Range AWD,Full-size,239,A1,B,18.9,23.5,21.0,2.1,2.6,2.4,422,0,10,10,8.5
6326,2023,Hyundai,IONIQ 6 Standard Range,Mid-size,111,A1,B,13.7,17.4,15.5,1.6,2.0,1.7,386,0,10,10,6.1
6327,2023,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,A1,B,13.7,16.2,14.9,1.5,1.9,1.7,581,0,10,10,7.5
6328,2023,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,A1,B,16.2,18.6,17.4,1.8,2.1,1.9,509,0,10,10,7.5
6329,2023,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,A1,B,18.8,22.4,20.5,2.1,2.5,2.3,435,0,10,10,7.5
6330,2023,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,15.5,19.9,17.4,1.8,2.2,2.0,415,0,10,10,9.5
6331,2023,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24.5,26.7,25.5,2.7,3.0,2.9,381,0,10,10,13
6332,2023,Kia,EV6 Standard Range,Station wagon: Small,125,A1,B,15.5,21.1,18.0,1.7,2.4,2.0,373,0,10,10,6.3
6333,2023,Kia,EV6 Long Range,Station wagon: Small,168,A1,B,15.5,20.5,18.0,1.8,2.3,2.0,499,0,10,10,8.7
6334,2023,Kia,"EV6 Long Range AWD (19"" Wheels)",Station wagon: Small,239,A1,B,17.5,21.5,19.3,2.0,2.4,2.2,454,0,10,10,8.4
6335,2023,Kia,"EV6 Long Range AWD (20"" Wheels)",Station wagon: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,0,10,10,8.4
6336,2023,Kia,EV6 GT AWD,Station wagon: Small,430,A1,B,24.7,28.4,26.4,2.8,3.2,3.0,332,0,10,10,8.9
6337,2023,Kia,Niro EV,Station wagon: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,10,10,7.5
6338,2023,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,15.6,20.4,17.8,1.8,2.3,2.0,248,0,10,10,6
6339,2023,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,16.9,21.0,18.7,1.9,2.4,2.1,383,0,10,10,9.5
6340,2023,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,0,10,10,10
6341,2023,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,10,10,10
6342,2023,Lucid,"Air Grand Touring XR (19"" Wheels)",Full-size,611,A1,B,16.1,15.8,16.0,1.8,1.8,1.8,830,0,10,10,13
6343,2023,Lucid,"Air Grand Touring XR (20"" Wheels)",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,0,10,10,13
6344,2023,Lucid,"Air Grand Touring XR (21"" Wheels)",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,0,10,10,13
6345,2023,Lucid,"Air Grand Touring Performance (21"" Wheels)",Full-size,783,A1,B,19.0,18.8,18.9,2.1,2.1,2.1,718,0,10,10,13
6346,2023,Lucid,"Air Pure (19"" Wheels)",Full-size,358,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,660,0,10,10,10
6347,2023,Lucid,"Air Pure (20"" Wheels)",Full-size,358,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10
6348,2023,Lucid,"Air Touring (19"" Wheels)",Full-size,462,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,684,0,10,10,10
6349,2023,Lucid,"Air Touring (20"" Wheels)",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10
6350,2023,Lucid,"Air Touring (21"" Wheels)",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10
6351,2023,Mazda,MX-30,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,0,10,10,5.3
6352,2023,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28.1,28.5,28.3,3.2,3.2,3.2,362,0,10,10,9.5
6353,2023,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,28.4,27.4,27.9,3.2,3.1,3.1,446,0,10,10,11.25
6354,2023,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,140,A1,B,18.5,21.6,19.9,2.1,2.4,2.2,394,0,10,10,7.75
6355,2023,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,215,A1,B,21.4,22.0,21.7,2.4,2.5,2.4,356,0,10,10,6.25
6356,2023,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24.2,24.2,24.2,2.7,2.7,2.7,418,0,10,10,8.25
6357,2023,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,25.4,26.4,25.9,2.9,3.0,2.9,407,0,10,10,9.5
6358,2023,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,25.0,25.5,25.2,2.8,2.9,2.8,418,0,10,10,9.5
6359,2023,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23.0,24.5,23.7,2.6,2.7,2.7,433,0,10,10,9.5
6360,2023,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,20.7,19.9,20.3,2.3,2.2,2.3,547,0,10,10,11.5
6361,2023,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,26.7,27.3,26.7,3.0,3.1,3.0,459,0,10,10,11.5
6362,2023,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,385,A1,B,23.3,22.7,23.0,2.6,2.5,2.6,547,0,10,10,11.25
6363,2023,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,26.1,28.0,27.3,3.0,3.2,3.1,459,0,10,10,11.5
6364,2023,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17.6,20.9,19.1,2.0,2.3,2.1,183,0,10,10,4
6365,2023,Polestar,2 Single Motor,Mid-size,170,A1,B,18.5,20.9,19.6,2.1,2.3,2.2,435,0,10,10,8
6366,2023,Polestar,2 Dual Motor,Mid-size,300,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,0,10,10,8
6367,2023,Polestar,2 Dual Motor Performance Pack,Mid-size,350,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,0,10,10,8
6368,2023,Polestar,2 BST Edition,Mid-size,350,A1,B,21.3,23.1,22.1,2.4,2.6,2.5,397,0,10,10,8
6369,2023,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,25.5,25.5,25.5,2.9,2.9,2.9,332,0,10,10,9.5
6370,2023,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,26.5,26.0,26.3,3.0,2.9,3.0,378,0,10,10,10.5
6371,2023,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,26.7,26.7,26.7,3.0,3.0,3.0,370,0,10,10,10.5
6372,2023,Porsche,Taycan GTS,Compact,380,A2,B,25.1,25.5,25.3,2.8,2.9,2.8,396,0,10,10,10.5
6373,2023,Porsche,Taycan GTS Sport Turismo,Compact,380,A2,B,26.1,26.2,26.2,2.9,2.9,2.9,322,0,10,10,10.5
6374,2023,Porsche,Taycan Turbo,Compact,460,A2,B,25.7,26.3,26.0,2.9,3.0,2.9,383,0,10,10,10.5
6375,2023,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,26.1,27.0,26.5,2.9,3.0,3.0,375,0,10,10,10.5
6376,2023,Porsche,Taycan Turbo S,Compact,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5
6377,2023,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5
6378,2023,Rivian,"R1S (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13
6379,2023,Rivian,"R1S (20"" Wheels) All-Terrain",Sport utility vehicle: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13
6380,2023,Rivian,"R1S (20"" Wheels) AT Dual Large",Sport utility vehicle: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6381,2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6382,2023,Rivian,"R1S (20"" Wheels) AT Dual Max",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13
6383,2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13
6384,2023,Rivian,"R1S (21"" Wheels)",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,0,10,10,13
6385,2023,Rivian,"R1S (21"" Wheels) Dual Large",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6386,2023,Rivian,"R1S (21"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6387,2023,Rivian,"R1S (21"" Wheels) Dual Max",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,13
6388,2023,Rivian,"R1S (21"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,13
6389,2023,Rivian,"R1S (22"" Wheels)",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13
6390,2023,Rivian,"R1S (22"" Wheels) Dual Large",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13
6391,2023,Rivian,"R1S (22"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13
6392,2023,Rivian,"R1S (22"" Wheels) Dual Max",Sport utility vehicle: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13
6393,2023,Rivian,"R1S (22"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13
6394,2023,Rivian,"R1T (20"" Wheels)",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13
6395,2023,Rivian,"R1T (20"" Wheels) All-Terrain",Pickup truck: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13
6396,2023,Rivian,"R1T (20"" Wheels) AT Dual Large",Pickup truck: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6397,2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Large",Pickup truck: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6398,2023,Rivian,"R1T (20"" Wheels) AT Dual Max",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13
6399,2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Max",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13
6400,2023,Rivian,"R1T (21"" Wheels)",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,10,10,13
6401,2023,Rivian,"R1T (21"" Wheels) Dual Large",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6402,2023,Rivian,"R1T (21"" Wheels) Performance Dual Large",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6403,2023,Rivian,"R1T (21"" Wheels) Dual Max",Pickup truck: Standard,418,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,13
6404,2023,Rivian,"R1T (21"" Wheels) Performance Dual Max",Pickup truck: Standard,496,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,13
6405,2023,Rivian,"R1T (22"" Wheels)",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13
6406,2023,Rivian,"R1T (22"" Wheels) Dual Large",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13
6407,2023,Rivian,"R1T (22"" Wheels) Performance Dual Large",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13
6408,2023,Rivian,"R1T (22"" Wheels) Dual Max",Pickup truck: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13
6409,2023,Rivian,"R1T (22"" Wheels) Performance Dual Max",Pickup truck: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13
6410,2023,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18.6,22.4,20.3,2.1,2.5,2.3,360,0,10,10,11
6411,2023,Tesla,Model 3 RWD,Mid-size,192,A1,B,15.2,16.6,15.8,1.7,1.9,1.8,438,0,10,10,8.5
6412,2023,Tesla,Model 3 Long Range AWD (pre-1/10/23),Mid-size,293,A1,B,15.6,16.6,16.0,1.8,1.9,1.8,576,0,10,10,10
6413,2023,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,536,0,10,10,10
6414,2023,Tesla,Model 3 Long Range AWD (Import),Mid-size,276,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,534,0,10,10,10
6415,2023,Tesla,Model 3 Performance,Mid-size,321,A1,B,17.8,19.6,18.6,2.0,2.2,2.1,507,0,10,10,10
6416,2023,Tesla,Model S,Full-size,494,A1,B,16.9,18.3,17.5,1.9,2.1,2.0,652,0,10,10,15
6417,2023,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,17.6,18.7,18.1,2.0,2.1,2.0,637,0,10,10,15
6418,2023,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,20.4,21.2,20.8,2.3,2.4,2.3,560,0,10,10,15
6419,2023,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,19.7,21.7,20.6,2.2,2.4,2.3,560,0,10,10,14
6420,2023,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,A1,B,20.4,22.5,21.4,2.3,2.5,2.4,536,0,10,10,14
6421,2023,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,A1,B,22.3,23.8,22.9,2.5,2.7,2.6,500,0,10,10,14
6422,2023,Tesla,Model Y RWD,Sport utility vehicle: Small,211,A1,B,16.6,18.1,17.3,1.9,2.0,1.9,394,0,10,10,8
6423,2023,Tesla,Model Y AWD,Sport utility vehicle: Small,291,A1,B,16.3,18.1,17.1,1.8,2.0,1.9,449,0,10,10,9
6424,2023,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,16.5,17.9,17.2,1.9,2.0,1.9,531,0,10,10,10
6425,2023,Tesla,Model Y Long Range AWD (Import),Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,0,10,10,10
6426,2023,Tesla,Model Y Performance,Sport utility vehicle: Small,312,A1,B,18.2,19.8,18.9,2.0,2.2,2.1,488,0,10,10,10
6427,2023,Tesla,Model Y Performance (Import),Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,0,10,10,10
6428,2023,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,0,10,10,11
6429,2023,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,10,10,11
6430,2023,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425,0,10,10,12
6431,2023,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,32.3,34.3,33.2,3.6,3.8,3.7,354,0,10,10,12
6432,2023,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,0,10,10,12
6433,2023,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18.2,21.2,19.6,2.0,2.4,2.2,336,0,10,10,6
6434,2023,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,443,0,10,10,7.5
6435,2023,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,220,A1,B,20.1,22.6,21.2,2.3,2.5,2.4,410,0,10,10,7.5
6436,2023,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22.2,26.1,23.9,2.5,2.9,2.7,364,0,10,10,8
6437,2023,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22.8,26.6,24.5,2.6,3.0,2.8,359,0,10,10,8
6438,2024,Acura,ZDX A-SPEC AWD,Sport utility vehicle: Standard,375,A1,B,22.3,26.1,24.0,2.5,2.9,2.7,489,0,10,10,11
6439,2024,Acura,ZDX Type S AWD,Sport utility vehicle: Standard,375,A1,B,25.3,28.4,26.7,2.8,3.2,3.0,447,0,10,10,11
6440,2024,Audi,e-tron GT,Compact,390,A2,B,24.8,24.8,24.8,2.8,2.8,2.8,399,0,10,10,10.5
6441,2024,Audi,RS e-tron GT,Compact,475,A2,B,24.8,24.8,24.8,2.8,2.8,2.8,399,0,10,10,10.5
6442,2024,Audi,Q4 45 e-tron,Sport utility vehicle: Small,150,A1,B,16.8,20.1,18.3,1.9,2.3,2.1,463,0,10,10,12
6443,2024,Audi,Q4 50 e-tron,Sport utility vehicle: Small,220,A1,B,21.5,24.0,22.6,2.4,2.7,2.5,380,0,10,10,9
6444,2024,Audi,Q4 Sportback 50 e-tron,Sport utility vehicle: Small,220,A1,B,21.0,23.4,22.1,2.4,2.6,2.5,389,0,10,10,9
6445,2024,Audi,Q4 55 e-tron,Sport utility vehicle: Small,250,A1,B,19.5,22.7,21.0,2.2,2.6,2.4,415,0,10,10,12
6446,2024,Audi,Q4 Sportback 55 e-tron,Sport utility vehicle: Small,250,A1,B,19.5,22.7,21.0,2.2,2.6,2.4,415,0,10,10,12
6447,2024,Audi,Q8 e-tron,Sport utility vehicle: Standard,300,A1,B,26.1,25.3,25.7,2.9,2.8,2.9,459,0,10,10,16
6448,2024,Audi,Q8 Sportback e-tron,Sport utility vehicle: Standard,300,A1,B,24.9,23.3,24.2,2.8,2.6,2.7,476,0,10,10,16
6449,2024,Audi,"SQ8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,A1,B,29.2,27.7,28.5,3.3,3.1,3.2,409,0,10,10,16
6450,2024,Audi,"SQ8 e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,A1,B,33.7,33.0,33.4,3.8,3.7,3.7,351,0,10,10,16
6451,2024,Audi,"SQ8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,A1,B,29.2,27.7,28.5,3.3,3.1,3.2,409,0,10,10,16
6452,2024,Audi,"SQ8 Sportback e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,A1,B,33.7,33.0,33.4,3.8,3.7,3.7,351,0,10,10,16
6453,2024,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Subcompact,210,A1,B,17.2,17.7,17.4,1.9,2.0,2.0,444,0,10,10,7
6454,2024,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Subcompact,210,A1,B,18.8,19.5,19.1,2.1,2.2,2.1,406,0,10,10,7
6455,2024,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Subcompact,250,A1,B,19.1,19.3,19.2,2.1,2.2,2.2,484,0,10,10,8
6456,2024,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Subcompact,250,A1,B,20.9,21.2,21.0,2.3,2.4,2.4,455,0,10,10,8
6457,2024,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Subcompact,295,A1,B,19.5,18.9,19.2,2.2,2.1,2.2,494,0,10,10,8
6458,2024,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Subcompact,295,A1,B,21.5,20.9,21.2,2.4,2.3,2.4,449,0,10,10,8
6459,2024,BMW,"i4 M50 Gran Coupe (19"" Wheels)",Subcompact,400,A1,B,22.4,21.5,22.0,2.5,2.4,2.5,433,0,10,10,8
6460,2024,BMW,"i4 M50 Gran Coupe (20"" Wheels)",Subcompact,400,A1,B,26.4,26.1,26.3,3.0,2.9,3.0,365,0,10,10,8
6461,2024,BMW,"i5 M60 Sedan (19"" Wheels)",Compact,442,A1,B,23.3,22.6,23.0,2.6,2.5,2.6,412,0,10,10,8
6462,2024,BMW,"i5 M60 Sedan (20"" Wheels)",Compact,442,A1,B,23.5,23.4,23.5,2.6,2.6,2.6,399,0,10,10,8
6463,2024,BMW,"i5 M60 Sedan (21"" Wheels)",Compact,442,A1,B,24.8,24.4,24.6,2.8,2.7,2.8,386,0,10,10,8
6464,2024,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,400,A1,B,24.1,22.6,23.4,2.7,2.5,2.6,510,0,10,10,11
6465,2024,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,400,A1,B,25.6,24.2,25.0,2.9,2.7,2.8,480,0,10,10,11
6466,2024,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,400,A1,B,24.3,23.1,23.8,2.7,2.6,2.7,494,0,10,10,11
6467,2024,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,485,A1,B,28.4,26.1,27.4,3.2,2.9,3.1,441,0,10,10,11
6468,2024,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,485,A1,B,26.7,24.8,25.8,3.0,2.8,2.9,468,0,10,10,11
6469,2024,BMW,"iX xDrive40 (20"" Wheels) ",Sport utility vehicle: Standard,240,A1,B,24.0,24.5,24.2,2.7,2.8,2.7,351,0,10,10,8
6470,2024,BMW,"iX xDrive40 (21"" Wheels) ",Sport utility vehicle: Standard,240,A1,B,24.3,25.1,24.6,2.7,2.8,2.8,346,0,10,10,8
6471,2024,BMW,"iX xDrive40 (22"" Wheels) ",Sport utility vehicle: Standard,240,A1,B,23.3,24.4,23.8,2.6,2.7,2.7,356,0,10,10,8
6472,2024,BMW,"iX xDrive50 (20"" Wheels) ",Sport utility vehicle: Standard,385,A1,B,25.3,24.7,25.0,2.8,2.8,2.8,500,0,10,10,11
6473,2024,BMW,"iX xDrive50 (21"" Wheels)",Sport utility vehicle: Standard,385,A1,B,25.4,25.4,25.4,2.8,2.9,2.9,494,0,10,10,11
6474,2024,BMW,"iX xDrive50 (22"" Wheels) ",Sport utility vehicle: Standard,385,A1,B,25.5,25.7,25.6,2.9,2.9,2.9,491,0,10,10,11
6475,2024,BMW,"iX M60 (21"" Wheels)",Sport utility vehicle: Standard,397,A1,B,26.8,26.0,26.4,3.0,2.9,3.0,476,0,10,10,11
6476,2024,BMW,"iX M60 (22"" Wheels)",Sport utility vehicle: Standard,397,A1,B,26.8,25.5,26.2,3.0,2.9,2.9,476,0,10,10,11
6477,2024,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,A1,B,22.1,25.5,23.7,2.5,2.9,2.7,505,0,10,10,10.7
6478,2024,Cadillac,LYRIQ (19 kW Charger),Sport utility vehicle: Small,255,A1,B,22.1,25.5,23.7,2.5,2.9,2.7,505,0,10,10,6.7
