_id,Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating,Smog rating,Recharge time (h)
6479,2024,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,A1,B,21.8,25.8,23.6,2.4,2.9,2.6,494,0,10,10,10.7
6480,2024,Cadillac,LYRIQ AWD (19 kW Charger),Sport utility vehicle: Small,375,A1,B,21.8,25.8,23.6,2.4,2.9,2.6,494,0,10,10,6.7
6481,2024,Chevrolet,Blazer EV RS,Sport utility vehicle: Small,255,A1,B,21.1,24.8,22.8,2.4,2.8,2.6,521,0,10,10,11
6482,2024,Chevrolet,Blazer EV 2LT/RS AWD,Sport utility vehicle: Small,247,A1,B,20.3,23.8,21.9,2.3,2.7,2.5,449,0,10,10,9.5
6483,2024,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,A1,B,17.9,21.1,19.3,2.0,2.4,2.2,513,0,10,10,9.4
6484,2024,Chevrolet,Equinox EV AWD,Sport utility vehicle: Small,247,A1,B,20.7,23.2,21.8,2.3,2.6,2.5,459,0,10,10,9.5
6485,2024,Chevrolet,Silverado EV 3WT,Pickup truck: Standard,381,A1,B,29.3,34.0,31.4,3.3,3.8,3.5,632,0,10,10,11
6486,2024,Chevrolet,Silverado EV 4WT,Pickup truck: Standard,381,A1,B,31.1,35.7,33.2,3.5,4.0,3.7,724,0,10,10,12.7
6487,2024,FIAT,500e,Minicompact,87,A1,B,17.4,20.9,19.0,2.0,2.4,2.1,227,0,10,10,6.2
6488,2024,Fisker,"Ocean Extreme (20"" Wheels)",Sport utility vehicle: Standard,414,A1,B,21.2,24.9,22.9,2.4,2.8,2.6,579,0,10,10,18
6489,2024,Fisker,"Ocean Extreme (22"" Wheels)",Sport utility vehicle: Standard,414,A1,B,21.9,25.3,23.4,2.5,2.8,2.6,541,0,10,10,18
6490,2024,Fisker,"Ocean Sport (20"" Wheels)",Sport utility vehicle: Standard,207,A1,B,20.2,25.9,22.7,2.3,2.9,2.6,372,0,10,10,12
6491,2024,Fisker,"Ocean Sport (22"" Wheels)",Sport utility vehicle: Standard,207,A1,B,25.4,28.0,26.6,2.9,3.1,3.0,312,0,10,10,12
6492,2024,Fisker,"Ocean Ultra (20"" Wheels)",Sport utility vehicle: Standard,414,A1,B,21.8,25.6,23.5,2.5,2.9,2.6,563,0,10,10,18
6493,2024,Fisker,"Ocean Ultra (22"" Wheels)",Sport utility vehicle: Standard,414,A1,B,22.5,26.0,24.1,2.5,2.9,2.7,525,0,10,10,18
6494,2024,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27.5,34.5,30.6,3.1,3.9,3.4,386,0,10,10,11.9
6495,2024,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,0,10,10,14.6
6496,2024,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28.7,35.0,31.5,3.2,3.9,3.5,483,0,10,10,14.6
6497,2024,Ford,F-150 Lightning Pro,Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,0,10,10,10.1
6498,2024,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,A1,B,19.7,21.4,20.5,2.2,2.4,2.3,402,0,10,10,7.1
6499,2024,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,242,A1,B,22.1,23.9,22.9,2.5,2.7,2.6,370,0,10,10,7.5
6500,2024,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,18.8,20.9,19.8,2.1,2.4,2.2,515,0,10,10,10.1
6501,2024,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,272,A1,B,20.3,22.3,21.2,2.3,2.5,2.4,483,0,10,10,10
6502,2024,Ford,Mustang Mach-E GT,Sport utility vehicle: Small,358,A1,B,22.0,24.7,23.2,2.5,2.8,2.6,451,0,10,10,9.9
6503,2024,Ford,Mustang Mach-E Rally,Sport utility vehicle: Small,358,A1,B,23.3,25.9,24.5,2.6,2.9,2.7,426,0,10,10,10.2
6504,2024,Genesis,Electrified G80,Full-size,272,A1,B,19.9,23.6,21.7,2.2,2.6,2.4,454,0,10,10,9
6505,2024,Genesis,GV60 Advanced AWD,Sport utility vehicle: Small,234,A1,B,20.3,24.2,22.1,2.3,2.7,2.5,399,0,10,10,7.2
6506,2024,Genesis,GV60 Performance AWD,Sport utility vehicle: Small,320,A1,B,21.7,25.5,23.0,2.4,2.9,2.6,378,0,10,10,7.2
6507,2024,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21.4,25.2,23.1,2.4,2.8,2.6,380,0,10,10,7.9
6508,2024,GMC,HUMMER EV2X Pickup,Pickup truck: Standard,428,A1,B,36.0,45.4,40.4,4.1,5.1,4.5,500,0,10,10,10.5
6509,2024,GMC,HUMMER EV2X Pickup Mud Terrain Tire,Pickup truck: Standard,428,A1,B,40.9,49.0,44.6,4.6,5.5,5.0,449,0,10,10,10.5
6510,2024,GMC,HUMMER EV2X SUV,Sport utility vehicle: Standard,428,A1,B,37.2,45.7,41.0,4.2,5.1,4.6,488,0,10,10,10.5
6511,2024,GMC,HUMMER EV2X SUV Mud Terrain Tire,Sport utility vehicle: Standard,428,A1,B,40.9,49.0,44.6,4.6,5.5,5.0,449,0,10,10,10.5
6512,2024,GMC,HUMMER EV3X SUV,Sport utility vehicle: Standard,600,A1,B,35.8,43.8,39.4,4.0,4.9,4.4,505,0,10,10,10.5
6513,2024,GMC,HUMMER EV3X SUV Mud Terrain Tire,Sport utility vehicle: Standard,600,A1,B,37.9,46.6,41.6,4.3,5.2,4.7,480,0,10,10,10.5
6514,2024,Honda,Prologue EX AWD,Sport utility vehicle: Standard,247,A1,B,20.6,23.8,22.1,2.3,2.7,2.5,452,0,10,10,9.5
6515,2024,Honda,Prologue EX-L AWD,Sport utility vehicle: Standard,247,A1,B,20.6,23.8,22.1,2.3,2.7,2.5,452,0,10,10,9.5
6516,2024,Honda,Prologue Touring AWD,Sport utility vehicle: Standard,247,A1,B,21.1,25.0,22.8,2.4,2.8,2.6,439,0,10,10,9.5
6517,2024,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,168,A1,B,15.5,21.7,18.6,1.8,2.4,2.1,488,0,10,10,8.5
6518,2024,Hyundai,IONIQ 5 Long Range AWD,Sport utility vehicle: Small,239,A1,B,19.5,24.0,21.5,2.2,2.7,2.4,410,0,10,10,8.5
6519,2024,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,A1,B,13.7,16.2,14.9,1.5,1.9,1.7,581,0,10,10,7.5
6520,2024,Hyundai,IONIQ 6 Long Range (20'' Wheels),Mid-size,168,A1,B,16.2,19.9,18.0,1.8,2.2,2.0,491,0,10,10,7.5
6521,2024,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,A1,B,16.2,18.6,17.4,1.8,2.1,1.9,509,0,10,10,7.5
6522,2024,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,A1,B,18.8,22.4,20.5,2.1,2.5,2.3,435,0,10,10,7.5
6523,2024,Hyundai,Kona Electric Long Range,Sport utility vehicle: Small,150,A1,B,16.3,20.3,18.1,1.8,2.3,2.0,420,0,10,10,6.1
6524,2024,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24.5,26.7,25.5,2.7,3.0,2.9,381,0,10,10,13
6525,2024,Kia,EV6 Wind,Sport utility vehicle: Small,168,A1,B,15.5,20.5,18.0,1.8,2.3,2.0,499,0,10,10,8.7
6526,2024,Kia,"EV6 Land AWD (19"" Wheels)",Sport utility vehicle: Small,239,A1,B,17.5,21.5,19.3,2.0,2.4,2.2,454,0,10,10,8.4
6527,2024,Kia,"EV6 Land AWD (20"" Wheels)",Sport utility vehicle: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,0,10,10,8.4
6528,2024,Kia,EV6 GT AWD,Sport utility vehicle: Small,430,A1,B,23.6,27.3,25.5,2.7,3.1,2.8,351,0,10,10,7.7
6529,2024,Kia,EV9 Light,Sport utility vehicle: Standard,160,A1,B,21.1,27.3,23.6,2.4,3.1,2.7,370,0,10,10,11.4
6530,2024,Kia,EV9 Wind,Sport utility vehicle: Standard,149,A1,B,21.1,26.7,23.6,2.4,3.0,2.6,489,0,10,10,15.2
6531,2024,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,A1,B,23.0,28.0,25.5,2.6,3.1,2.8,451,0,10,10,14.5
6532,2024,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,282,A1,B,23.6,29.2,26.1,2.7,3.3,2.9,435,0,10,10,15.2
6533,2024,Kia,Niro EV,Sport utility vehicle: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,10,10,7.5
6534,2024,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,0,10,10,10
6535,2024,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,10,10,10
6536,2024,Lucid,"Air Pure (19"" Wheels)",Full-size,330,A1,B,14.9,15.7,15.3,1.7,1.8,1.7,674,0,10,10,10
6537,2024,Lucid,"Air Pure (20"" Wheels)",Full-size,330,A1,B,15.7,16.7,16.1,1.8,1.9,1.8,634,0,10,10,10
6538,2024,Lucid,Air Sapphire AWD,Full-size,930,A1,B,19.4,20.7,20.0,2.2,2.3,2.2,687,0,10,10,13
6539,2024,Lucid,"Air Touring AWD (19"" Wheels)",Full-size,462,A1,B,15.5,16.0,15.7,1.7,1.8,1.8,661,0,10,10,10
6540,2024,Lucid,"Air Touring AWD (20"" Wheels)",Full-size,462,A1,B,16.8,17.4,17.1,1.9,2.0,1.9,615,0,10,10,10
6541,2024,Lucid,"Air Touring AWD (21"" Wheels)",Full-size,462,A1,B,17.4,18.3,17.8,1.9,2.1,2.0,587,0,10,10,10
6542,2024,Mazda,MX-30,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,0,10,10,5.3
6543,2024,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28.6,28.6,28.6,3.2,3.2,3.2,370,0,10,10,10.5
6544,2024,Mercedes-Benz,AMG EQE 4MATIC+ SUV,Sport utility vehicle: Standard,460,A1,B,27.3,29.8,28.6,3.1,3.3,3.2,378,0,10,10,9.5
6545,2024,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,26.4,24.5,25.5,3.0,2.8,2.9,483,0,10,10,11.25
6546,2024,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,142,A1,B,20.5,23.2,21.7,2.3,2.6,2.4,359,0,10,10,7.25
6547,2024,Mercedes-Benz,EQB 300 4MATIC,Sport utility vehicle: Small,170,A1,B,23.1,24.5,23.7,2.6,2.7,2.7,340,0,10,10,6.75
6548,2024,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24.2,21.7,23.0,2.7,2.5,2.6,451,0,10,10,9.5
6549,2024,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,23.6,25.5,24.9,2.7,2.9,2.8,426,0,10,10,9.5
6550,2024,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,23.6,23.6,23.6,2.6,2.6,2.6,446,0,10,10,9.5
6551,2024,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23.3,24.8,24.0,2.6,2.8,2.7,462,0,10,10,9.5
6552,2024,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,22.6,21.4,22.0,2.5,2.4,2.5,555,0,10,10,12.75
6553,2024,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,24.9,25.7,25.2,2.8,2.9,2.8,531,0,10,10,14
6554,2024,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,400,A1,B,22.1,21.4,21.8,2.5,2.4,2.5,555,0,10,10,12.75
6555,2024,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,24.7,25.9,25.2,2.8,2.9,2.8,531,0,10,10,14
6556,2024,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,484,A1,B,25.9,25.8,25.9,2.9,2.9,2.9,517,0,10,10,14
6557,2024,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17.6,20.9,19.1,2.0,2.3,2.1,183,0,10,10,4
6558,2024,Nissan,ARIYA Engage,Station wagon: Small,160,A1,B,19.3,22.4,20.7,2.2,2.5,2.3,348,0,10,10,10
6559,2024,Nissan,ARIYA Evolve+,Station wagon: Small,178,A1,B,20.0,23.1,21.4,2.2,2.6,2.4,465,0,10,10,14
6560,2024,Nissan,ARIYA Evolve e-4ORCE,Station wagon: Small,250,A1,B,20.7,23.4,21.9,2.3,2.6,2.5,330,0,10,10,10
6561,2024,Nissan,ARIYA Evolve+ e-4ORCE,Station wagon: Small,290,A1,B,21.5,24.3,22.8,2.4,2.7,2.5,438,0,10,10,13
6562,2024,Nissan,ARIYA Platinum+ e-4ORCE,Station wagon: Small,290,A1,B,22.6,24.4,23.4,2.5,2.7,2.6,428,0,10,10,14
6563,2024,Nissan,LEAF SV,Mid-size,110,A1,B,17.0,21.2,18.9,1.9,2.4,2.1,240,0,10,10,8
6564,2024,Nissan,LEAF SV PLUS,Mid-size,160,A1,B,17.3,21.4,19.1,1.9,2.4,2.1,341,0,10,10,11
6565,2024,Polestar,"2 Single Motor (19"" Wheels)",Mid-size,220,A1,B,16.8,19.8,18.2,1.9,2.2,2.0,515,0,10,10,8
6566,2024,Polestar,"2 Single Motor (20"" Wheels)",Mid-size,220,A1,B,17.4,20.5,18.6,2.0,2.3,2.1,494,0,10,10,8
6567,2024,Polestar,"2 Dual Motor (19"" Wheels)",Mid-size,310,A1,B,18.7,21.0,19.7,2.1,2.4,2.2,444,0,10,10,8
6568,2024,Polestar,"2 Dual Motor (20"" Wheels)",Mid-size,310,A1,B,19.3,21.7,20.5,2.2,2.5,2.3,428,0,10,10,8
6569,2024,Polestar,2 Dual Motor Performance Pack,Mid-size,335,A1,B,21.1,23.6,21.7,2.4,2.6,2.5,397,0,10,10,8
6570,2024,Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6571,2024,Rivian,"R1S AT Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6572,2024,Rivian,"R1S Dual Large (21"" Wheels)",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6573,2024,Rivian,"R1S Performance Dual Large (21"" Wheels)",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6574,2024,Rivian,"R1S Dual Large (22"" Wheels)",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13
6575,2024,Rivian,"R1S Performance Dual Large (22"" Wheels)",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13
6576,2024,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5
6577,2024,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5
6578,2024,Rivian,"R1S Dual Max (21"" Wheels)",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,14.5
6579,2024,Rivian,"R1S Performance Dual Max (21"" Wheels)",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,14.5
6580,2024,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5
6581,2024,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5
6582,2024,Rivian,"R1S Quad Large (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13
6583,2024,Rivian,"R1S All-Terrain Quad Large (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13
6584,2024,Rivian,"R1S Quad Large (21"" Wheels)",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,0,10,10,13
6585,2024,Rivian,"R1S Quad Large (22"" Wheels)",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13
6586,2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6587,2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13
6588,2024,Rivian,"R1T Dual Large (21"" Wheels)",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6589,2024,Rivian,"R1T Performance Dual Large (21"" Wheels)",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13
6590,2024,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13
6591,2024,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13
6592,2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5
6593,2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,14.5
6594,2024,Rivian,"R1T Dual Max (21"" Wheels)",Pickup truck: Standard,418,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,14.5
6595,2024,Rivian,"R1T Performance Dual Max (21"" Wheels)",Pickup truck: Standard,496,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,14.5
6596,2024,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5
6597,2024,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,14.5
6598,2024,Rivian,"R1T Quad Large (20"" Wheels)",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13
6599,2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",Pickup truck: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13
6600,2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,10,10,13
6601,2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13
6602,2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,A1,B,27.0,24.2,25.8,3.0,2.7,2.9,468,0,10,10,11
6603,2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,A1,B,29.7,26.5,28.2,3.3,3.0,3.2,428,0,10,10,11
6604,2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,A1,B,28.3,25.0,26.8,3.2,2.8,3.0,451,0,10,10,11
6605,2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,A1,B,29.7,27.1,28.5,3.3,3.0,3.2,425,0,10,10,11
6606,2024,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18.8,22.6,20.5,2.1,2.5,2.3,359,0,10,10,11
6607,2024,Tesla,Model 3 RWD,Mid-size,192,A1,B,15.0,16.8,15.8,1.7,1.9,1.8,438,0,10,10,8.5
6608,2024,Tesla,Model 3 RWD (Import),Mid-size,202,A1,B,14.7,16.2,15.4,1.7,1.8,1.7,438,0,10,10,8.5
6609,2024,Tesla,Model 3 Long Range AWD,Mid-size,276,A1,B,15.3,16.9,16.1,1.7,1.9,1.8,549,0,10,10,10
6610,2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15.5,17.0,16.2,1.7,1.9,1.8,549,0,10,10,10
6611,2024,Tesla,Model S,Full-size,494,A1,B,16.5,18.1,17.2,1.9,2.0,1.9,647,0,10,10,15
6612,2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,18.8,20.4,19.6,2.1,2.3,2.2,578,0,10,10,15
6613,2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,21.0,22.9,21.9,2.4,2.6,2.5,515,0,10,10,15
6614,2024,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,539,0,10,10,14
6615,2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,A1,B,20.5,22.7,21.5,2.3,2.5,2.4,525,0,10,10,14
6616,2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,A1,B,22.2,24.3,23.2,2.5,2.7,2.6,483,0,10,10,14
6617,2024,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16.3,18.7,17.4,1.8,2.1,2.0,418,0,10,10,8
6618,2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,0,10,10,10
6619,2024,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,0,10,10,10
6620,2024,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,0,10,10,11
6621,2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,10,10,11
6622,2024,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425,0,10,10,12
6623,2024,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,28.4,30.8,29.5,3.2,3.5,3.3,356,0,10,10,12
6624,2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,0,10,10,12
6625,2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26.6,29.5,27.9,3.0,3.3,3.1,531,0,10,10,15
6626,2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29.4,31.9,30.5,3.3,3.6,3.4,468,0,10,10,15
6627,2024,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6
6628,2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6
6629,2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8
6630,2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8
6631,2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8
6632,2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8
6633,2024,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,21.8,19.6,2.0,2.4,2.2,478,0,10,10,8
6634,2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.0,21.2,2.2,2.6,2.4,414,0,10,10,8
6635,2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,472,0,10,10,8
6636,2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.4,21.4,2.2,2.6,2.4,409,0,10,10,8
